,UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
6478,2017,961590,156,China,1843790000000.0,347478982.0,3.9,5805.355504,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,5819530.0,1489425
6479,2017,961590,203,Czechia,162899000000.0,347478982.0,0.0,3542.904244,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,1335390.0,28
6482,2017,961590,320,Guatemala,18377914375.0,347478982.0,15.0,7084.02259,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,2360316.0,50
6483,2017,961590,344,"China, Hong Kong SAR",589317000000.0,347478982.0,0.0,6939.793295,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,3863975.0,43016
6484,2017,961590,360,Indonesia,156925000000.0,347478982.0,0.0,6648.335133,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,1965836.0,179422
6485,2017,961590,364,Iran,51612276867.0,347478982.0,55.0,3826.858033,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,57653.0,995
6487,2017,961590,392,Japan,671474000000.0,347478982.0,3.4,7000.224452,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,22878232.0,7885121
6488,2017,961590,398,Kazakhstan,29345907738.0,347478982.0,13.0,4824.11362,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,2226199.0,3812
6489,2017,961590,414,Kuwait,33568329846.0,347478982.0,5.0,4907.022141,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,2983824.0,19024
6490,2017,961590,458,Malaysia,194720000000.0,347478982.0,0.0,5014.16469,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,1441397.0,9233
6491,2017,961590,484,Mexico,420369000000.0,347478982.0,15.0,9709.343761,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,3115616.0,2311
6492,2017,961590,496,Mongolia,4337305039.0,347478982.0,5.0,4524.75353,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,39597.0,10051
6494,2017,961590,554,New Zealand,40128397719.0,347478982.0,0.0,12322.00219,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,795309.0,9223
6495,2017,961590,579,Norway,85525812090.0,347478982.0,0.0,4433.291436,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,1030042.0,114445
6496,2017,961590,604,Peru,39763884637.0,347478982.0,0.0,11569.74071,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,2156413.0,854
6497,2017,961590,608,Philippines,101889000000.0,347478982.0,0.0,4997.11776,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,885567.0,27916
6498,2017,961590,616,Poland,217979000000.0,347478982.0,0.0,4141.349993,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,3666791.0,229
6499,2017,961590,643,Russian Federation,228213000000.0,347478982.0,13.0,3621.919577,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,22579539.0,1244485
6500,2017,961590,682,Saudi Arabia,134519000000.0,347478982.0,5.0,5125.77633,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,13351922.0,227325
6501,2017,961590,699,India,444052000000.0,347478982.0,0.0,5380.490341,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,1965117.0,847592
6502,2017,961590,702,Singapore,327710000000.0,347478982.0,0.0,7378.690883,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,2516630.0,312948
6503,2017,961590,704,Viet Nam,213215000000.0,347478982.0,0.0,3595.71895,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,1029257.0,115701
6504,2017,961590,710,South Africa,83030698712.0,347478982.0,20.0,8342.789921,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,1834006.0,664
6506,2017,961590,757,Switzerland,267501000000.0,347478982.0,0.0,4913.066817,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,1745841.0,728
6507,2017,961590,784,United Arab Emirates,270955000000.0,347478982.0,5.0,5712.614937,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,6285466.0,120964
6508,2017,961590,792,Turkey,233800000000.0,347478982.0,0.0,4830.254242,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,3386045.0,2533
6509,2017,961590,818,Egypt,66338749061.0,347478982.0,60.0,3971.434611,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,487760.0,102
6510,2017,961590,826,United Kingdom,641332000000.0,347478982.0,0.0,4061.751444,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,33282520.0,73570
6511,2017,961590,842,USA,2405280000000.0,347478982.0,0.6,8642.402016,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,68878657.0,834881
6512,2017,961210,12,Algeria,46052990973.0,1557246567.0,30.0,6023.214761,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,2427523.0,78055
6513,2017,961210,36,Australia,228442000000.0,1557246567.0,0.0,11390.19331,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,22996242.0,675269
6516,2017,961210,76,Brazil,150749000000.0,1557246567.0,18.0,10967.14134,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,10293887.0,48745
6517,2017,961210,104,Myanmar,19253441935.0,1557246567.0,1.5,5936.586243,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,1451889.0,11847
6518,2017,961210,124,Canada,432405000000.0,1557246567.0,0.0,7945.87243,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,30300552.0,46092
6520,2017,961210,152,Chile,65257236198.0,1557246567.0,0.0,11711.89246,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,5391772.0,48684
6521,2017,961210,156,China,1843790000000.0,1557246567.0,7.0,6272.277125,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,129262832.0,9850615
6522,2017,961210,203,Czechia,162899000000.0,1557246567.0,0.0,3119.614261,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,17600432.0,48172
6525,2017,961210,320,Guatemala,18377914375.0,1557246567.0,10.0,7592.650412,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,3096813.0,17850
6526,2017,961210,344,"China, Hong Kong SAR",589317000000.0,1557246567.0,0.0,6430.039266,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,51762858.0,1017409
6527,2017,961210,360,Indonesia,156925000000.0,1557246567.0,0.0,7387.156517,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,25780339.0,359765
6528,2017,961210,364,Iran,51612276867.0,1557246567.0,5.0,4006.055768,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,5305623.0,947453
6530,2017,961210,392,Japan,671474000000.0,1557246567.0,0.0,6483.589139,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,37388294.0,3153237
6531,2017,961210,398,Kazakhstan,29345907738.0,1557246567.0,5.0,4827.125639,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,1088297.0,5213
6532,2017,961210,414,Kuwait,33568329846.0,1557246567.0,5.0,6008.47857,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,1505687.0,130696
6533,2017,961210,458,Malaysia,194720000000.0,1557246567.0,0.0,7510.874621,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,17497766.0,1050910
6534,2017,961210,484,Mexico,420369000000.0,1557246567.0,0.0,9016.634477,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,75086684.0,1117739
6535,2017,961210,496,Mongolia,4337305039.0,1557246567.0,5.0,5584.461009,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,118667.0,5740
6537,2017,961210,554,New Zealand,40128397719.0,1557246567.0,0.0,12049.72944,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,2418162.0,99493
6538,2017,961210,579,Norway,85525812090.0,1557246567.0,0.0,4523.889833,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,2461733.0,8929
6539,2017,961210,604,Peru,39763884637.0,1557246567.0,0.0,9876.53033,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,4723416.0,9428
6540,2017,961210,608,Philippines,101889000000.0,1557246567.0,0.0,6589.131373,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,8545284.0,125042
6541,2017,961210,616,Poland,217979000000.0,1557246567.0,0.0,3402.200001,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,17500861.0,90386
6542,2017,961210,643,Russian Federation,228213000000.0,1557246567.0,5.0,3542.933093,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,13454475.0,305932
6543,2017,961210,682,Saudi Arabia,134519000000.0,1557246567.0,5.0,5926.628075,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,9858482.0,325624
6544,2017,961210,699,India,444052000000.0,1557246567.0,0.0,6041.548822,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,36401098.0,2381315
6545,2017,961210,702,Singapore,327710000000.0,1557246567.0,0.0,7820.664338,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,30297885.0,492225
6546,2017,961210,704,Viet Nam,213215000000.0,1557246567.0,0.0,5990.961651,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,22813197.0,1195331
6547,2017,961210,710,South Africa,83030698712.0,1557246567.0,7.5,8266.894639,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,7773410.0,155912
6549,2017,961210,757,Switzerland,267501000000.0,1557246567.0,0.0,3827.66686,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,14876803.0,93260
6550,2017,961210,784,United Arab Emirates,270955000000.0,1557246567.0,5.0,5669.833681,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,24755793.0,1338236
6551,2017,961210,792,Turkey,233800000000.0,1557246567.0,0.0,4599.073627,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,20000508.0,772840
6552,2017,961210,818,Egypt,66338749061.0,1557246567.0,10.0,4794.794161,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,3676746.0,401568
6553,2017,961210,826,United Kingdom,641332000000.0,1557246567.0,0.0,4330.885225,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,141747815.0,28916787
6554,2017,961210,842,USA,2405280000000.0,1557246567.0,0.0,8308.658524,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,39234168.0,1090153
6556,2017,960990,36,Australia,228442000000.0,347699374.0,0.0,12047.28346,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,3935155.0,74140
6558,2017,960990,76,Brazil,150749000000.0,347699374.0,18.0,11135.90481,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,2231633.0,46130
6559,2017,960990,104,Myanmar,19253441935.0,347699374.0,2.5,2765.565587,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,783744.0,38173
6560,2017,960990,124,Canada,432405000000.0,347699374.0,0.0,8058.023766,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,12089308.0,785692
6561,2017,960990,144,Sri Lanka,21316172076.0,347699374.0,30.0,6324.462042,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,144528.0,2012
6562,2017,960990,152,Chile,65257236198.0,347699374.0,0.0,10844.42847,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,2859930.0,117865
6563,2017,960990,156,China,1843790000000.0,347699374.0,6.0,6895.089586,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,7400020.0,1013487
6564,2017,960990,203,Czechia,162899000000.0,347699374.0,0.0,3933.516255,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,2248175.0,46893
6567,2017,960990,320,Guatemala,18377914375.0,347699374.0,10.0,6219.40023,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,1984944.0,3599
6568,2017,960990,344,"China, Hong Kong SAR",589317000000.0,347699374.0,0.0,6357.794936,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,4777518.0,142592
6569,2017,960990,360,Indonesia,156925000000.0,347699374.0,0.0,8027.350936,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,10371814.0,102811
6570,2017,960990,364,Iran,51612276867.0,347699374.0,55.0,3914.569959,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,658408.0,114615
6572,2017,960990,392,Japan,671474000000.0,347699374.0,0.0,6769.534202,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,5997652.0,283529
6573,2017,960990,398,Kazakhstan,29345907738.0,347699374.0,6.0,4462.64823,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,378915.0,11780
6574,2017,960990,414,Kuwait,33568329846.0,347699374.0,5.0,5163.094449,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,757466.0,9308
6575,2017,960990,458,Malaysia,194720000000.0,347699374.0,0.0,6986.264372,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,4652016.0,146505
6576,2017,960990,484,Mexico,420369000000.0,347699374.0,12.5,9727.489767,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,6449575.0,330300
6577,2017,960990,496,Mongolia,4337305039.0,347699374.0,5.0,5483.06974,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,17510.0,11882
6579,2017,960990,554,New Zealand,40128397719.0,347699374.0,0.0,13087.89207,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,974053.0,53322
6580,2017,960990,579,Norway,85525812090.0,347699374.0,0.0,4378.427445,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,1184380.0,8071
6581,2017,960990,604,Peru,39763884637.0,347699374.0,0.0,11670.03591,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,1212285.0,84540
6582,2017,960990,608,Philippines,101889000000.0,347699374.0,0.0,6706.186774,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,2894287.0,13825
6583,2017,960990,616,Poland,217979000000.0,347699374.0,0.0,3679.479332,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,7624637.0,51401
6584,2017,960990,643,Russian Federation,228213000000.0,347699374.0,6.0,4273.487556,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,5597328.0,342552
6585,2017,960990,682,Saudi Arabia,134519000000.0,347699374.0,5.0,5991.633423,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,8716661.0,56265
6586,2017,960990,699,India,444052000000.0,347699374.0,0.0,5329.849902,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,7341150.0,353970
6587,2017,960990,702,Singapore,327710000000.0,347699374.0,0.0,7595.154011,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,5772279.0,43708
6588,2017,960990,704,Viet Nam,213215000000.0,347699374.0,0.0,5821.594052,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,1452454.0,193831
6589,2017,960990,710,South Africa,83030698712.0,347699374.0,20.0,8284.736939,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,5198616.0,1060362
6591,2017,960990,757,Switzerland,267501000000.0,347699374.0,0.0,4193.408387,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,2127023.0,25761
6592,2017,960990,784,United Arab Emirates,270955000000.0,347699374.0,5.0,5961.758938,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,3476097.0,155251
6593,2017,960990,792,Turkey,233800000000.0,347699374.0,0.0,4656.607083,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,3383740.0,239492
6594,2017,960990,818,Egypt,66338749061.0,347699374.0,40.0,5033.666911,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,419305.0,38704
6595,2017,960990,826,United Kingdom,641332000000.0,347699374.0,0.0,4489.910592,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,12008397.0,159320
6596,2017,960990,842,USA,2405280000000.0,347699374.0,0.0,8489.528489,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,99371594.0,3611780
6597,2017,960910,36,Australia,228442000000.0,1115471543.0,0.0,11836.75582,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,21428943.0,360033
6600,2017,960910,76,Brazil,150749000000.0,1115471543.0,18.0,11075.27245,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,18148073.0,716
6601,2017,960910,104,Myanmar,19253441935.0,1115471543.0,3.0,4938.109378,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,1420542.0,49731
6602,2017,960910,124,Canada,432405000000.0,1115471543.0,0.0,8258.95019,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,28770667.0,172805
6603,2017,960910,152,Chile,65257236198.0,1115471543.0,0.0,10698.99089,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,13616972.0,95460
6604,2017,960910,156,China,1843790000000.0,1115471543.0,12.0,6986.828287,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,13661507.0,225567
6605,2017,960910,203,Czechia,162899000000.0,1115471543.0,0.0,3577.47019,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,19859219.0,9707
6608,2017,960910,320,Guatemala,18377914375.0,1115471543.0,10.0,6846.382632,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,5755349.0,389
6609,2017,960910,344,"China, Hong Kong SAR",589317000000.0,1115471543.0,0.0,6435.938398,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,10606480.0,12165
6610,2017,960910,360,Indonesia,156925000000.0,1115471543.0,0.0,7358.97152,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,14047025.0,19825
6612,2017,960910,392,Japan,671474000000.0,1115471543.0,0.0,7934.830107,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,23584384.0,891161
6613,2017,960910,398,Kazakhstan,29345907738.0,1115471543.0,6.0,4480.822913,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,1810165.0,101
6614,2017,960910,414,Kuwait,33568329846.0,1115471543.0,5.0,5405.73259,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,3467521.0,11662
6615,2017,960910,458,Malaysia,194720000000.0,1115471543.0,0.0,6380.162535,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,13925575.0,180288
6616,2017,960910,484,Mexico,420369000000.0,1115471543.0,15.0,10058.79448,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,38209007.0,50
